MMSI,Call sign,Selective call number,Name of station,Administration/ Geographical area,Lifeboats,Auxiliary installations (EPIRBs),General classification,Individual classification,Registration number,Gross tonnage,Capacity of persons on board,Telegraph transmission frequency bands,Telegraph transmission frequency bands 2,Accounting Authority Identification Code (AAIC)
205276510,OR2765,,KINNEBABA,BEL,,,PL,XXX,A752330,5,6,,V,
205276600,OS2766,,DEN DOEZELAER,BEL,,,PL,XXX,A778612,7,6,,V,BE01
205276610,OR2766,,CAYUGA II,BEL,,,PL,XXX,L782255,5.3,8,,V,
205276710,OR2767,,PRIVATE DANCER,BEL,1,,PL,XXX,A752361,11,6,,V,
205276800,OS2768,,ELSJE,BEL,,,PL,XXX,Z785833,,,,V,
205276810,OR2768,,FILO II,BEL,1,,PL,XXX,"B7 2096
X",2,8,,V,
205276910,OR2769,,SAPRISTI,BEL,,,PL,XXX,B744834,"3,5",4,,V,
205277000,OPBY,,STORMVOGEL,BEL,,,FV,PH,ZVIS298,,,,STUV,BE01
205277010,OR2770,,ZIRK,BEL,,,PL,XXX,A730742,"2,7",,,V,
205277210,OR2772,,EXTASY,BEL,,,PL,XXX,B745710,"3,5",,,V,
205277300,OS2773,,VOLUPIA,BEL,,,PL,XXX,A712139,,,,V,BE01
205277310,OR2773,,PHAEDRA,BEL,,,PL,XXX,K760935,,6,,V,
205277400,OS2774,,SEA EAGLE,BEL,,,PL,XXX,Z772764,"2,2",,,V,
205277410,OR2774,,CELTIC FLOR,BEL,,,PL,XXX,B752432,,8,,V,
205277510,OR2775,,BLEU BY YOU,BEL,,,PL,XXX,G738242,,6,,V,
205277600,OS2776,,SI BELLE,BEL,,,PL,XXX,A715772,,,,V,
205277610,OR2776,,PAPILLON,BEL,,,PL,XXX,G752374,4,,,V,
205277710,OR2777,,BLUE TEMBO,BEL,2,,PL,XXX,G750405,,,,V,
205277800,OS2778,,PAVANE,BEL,,,PL,XXX,A704031,,,,V,
205277810,OR2778,,SOGNO,BEL,,,PL,XXX,A749583,"1,5",6,,V,
205277900,OS2779,,FIRST MARY,BEL,,,PL,XXX,A3185,,,,V,BE01
205277910,OR2779,,IZOI,BEL,,,PL,XXX,B750776,,6,,V,
205278000,OPDK,,SANDRA,BEL,,,FV,PH,,,,,TUV,BE01
205278010,OR2780,,CHEERIO,BEL,,,PL,XXX,B58255,7,4,,V,
205278110,OR2781,,BEATRICE,BEL,,,PL,XXX,B751534,7,8,,V,
205278200,OS2782,,VERENA,BEL,1,,PL,XXX,B799593,8,8,,V,
205278210,OR2782,,MIST,BEL,,,PL,XXX,B751129,6,8,,V,
205278300,OS2783,,LISA,BEL,,,PL,XXX,K736665,6,6,,V,
205278310,OR2783,,AUSTRALE,BEL,,,PL,XXX,B745946,6,8,,V,
205278410,OR2784,,SAGITTAIRE,BEL,,,PL,XXX,B751671,1.5,8,,V,
205278500,OS2785,,MRB 26,BEL,,,PL,XXX,A736253,11,,,V,BE01
205278510,OR2785,,RED ARROW,BEL,,,PL,XXX,B751728,1.5,8,,V,
205278610,OR2786,,MOLLY,BEL,,,PL,XXX,B751520,2,8,,V,
205278700,OS2787,,BORA BORA,BEL,,,PL,XXX,A744781,,,,V,BE01
205278710,OR2787,,ATALANTE,BEL,,,PL,XXX,B749915,12,8,,V,
205278800,OS2788,,HAPPY,BEL,,,PL,XXX,K725261,2,,,V,
205278810,OR2788,,GO’PORT,BEL,,,PL,XXX,A750749,15,12,,V,
205278900,OS2789,,BRENDUS,BEL,,,PL,XXX,B742412,10,6,,V,
205278910,OR2789,,JELLE,BEL,,,PL,XXX,Z761035,2.5,4,,V,
205279010,OR2790,,TRIM,BEL,,,PL,XXX,B752365,17,8,,V,
205279110,OR2791,,NERO,BEL,,,PL,XXX,B774637,25,6,,V,
205279200,OS2792,,SPRINT,BEL,,,PL,XXX,K729801,2,6,,V,
205279210,OR2792,,BLUE FEEL,BEL,,,PL,XXX,B751659,2.5,5,,V,
205279300,OS2793,,DEBUG I,BEL,1,,PL,XXX,A784978,7,8,,V,
205279310,OR2793,,TIELEKTUS,BEL,1,,PL,XXX,A754072,"2,8",8,,V,
205279410,OR2794,,PACHA,BEL,,,PL,XXX,A751160,"2,2",7,,V,
205279610,OR2796,,EMANON,BEL,1,,PL,XXX,B754687,"1,5",5,,V,
205279700,OS2797,,INJERO,BEL,,,PL,XXX,A766864,15,8,,V,
205279710,OR2797,,SVENSKA,BEL,,,PL,XXX,A752313,,,,V,
205279800,OS2798,,SUENO,BEL,,,PL,XXX,G776489,"3,5",8,,,
205279810,OR2798,,SCORPIO,BEL,,,PL,XXX,K754415,9,,,V,
205279910,OR2799,,CAVALIER,BEL,,,PL,XXX,L751552,"3,5",8,,V,
205280000,OPDJ,,NOVA CURA,BEL,,,FV,PH,,,,,V,BE01
205280010,OR2800,,KELLY,BEL,,,PL,XXX,A744357,"2,75",8,,V,
205280110,OR2801,,CORSARIO,BEL,,,PL,XXX,A752161,12,6,,V,
205280210,OR2802,,LEONTINE,BEL,,,PL,XXX,K752282,14,8,,V,
205280300,OS2803,,LAPIS,BEL,,,PL,XXX,A745908,,,,V,
205280310,OR2803,,EL LOBO,BEL,,,PL,XXX,A787843,8,8,,V,
205280400,OS2804,,MOUSSY,BEL,,,PL,XXX,A708846,,7,,V,
205280410,OR2804,,SIR JOHN,BEL,1,,PL,XXX,B748710,7,6,,V,
205280510,OR2805,,AVALON,BEL,,,PL,XXX,A794244,"3,5",7,,V,
205280600,OS2806,,BELGACOM (BEL 32),BEL,,,PL,XXX,A720183,,15,,V,BE01
205280610,OR2806,,MI AMIGO,BEL,,,PL,XXX,G797808,12,,,V,
205280700,OS2807,,LIBECCIO,BEL,,,PL,XXX,B723210,"2,8",,,V,
205280710,OR2807,,DOLPHIN,BEL,,,PL,XXX,A748043,8,6,,V,
205280810,OR2808,,OCTOPUSSY II,BEL,,,PL,XXX,K744367,16,6,,V,
205280910,OR2809,,DESCANSO,BEL,,,PL,XXX,B747227,12,,,V,
205281000,OPDH,,SURCOUF,BEL,,,FV,PH,ZVA10/833,,,,TV,
205281010,OR2810,,BOOMER II,BEL,,,PL,XXX,G741709,,,,V,
205281100,OS2811,,VI STROUK,BEL,,,PL,XXX,B718820,"6,5",,,V,
205281110,OR2811,,ASPRO,BEL,,,PL,XXX,A752088,11,,,V,
205281210,OR2812,,BONITO,BEL,,,PL,XXX,G745449,14,5,,V,
205281300,OS2813,,JAMO,BEL,,,PL,XXX,A776493,7,,,V,
205281310,OR2813,,REALITEIT,BEL,,,PL,XXX,A767774,,,,V,
205281400,OS2814,,ALEXEO II,BEL,,,PL,XXX,Z785874,28,,,V,
205281410,OR2814,,TONTIN,BEL,1,,PL,XXX,A752089,5,10,,V,
205281500,OS2815,,BLUE BLITZ,BEL,,,PL,XXX,K711010,,,,V,
205281510,OR2815,,WINGS OF FREEDOM,BEL,,,PL,XXX,A785518,"2,6",6,,V,
205281600,OS2816,,JEAN MARGUERITE,BEL,,,PL,XXX,K780806,3,6,,V,
205281610,OR2816,,BRASIL,BEL,,,PL,XXX,A781052,8,9,,V,
205281710,OR2817,,BALADIN,BEL,,,PL,XXX,L737122,10,11,,V,
205281800,OS2818,,OSMOSE,BEL,1,,PL,XXX,B787099,"5,500",10,,V,
205281810,OR2818,,ORION,BEL,1,,PL,XXX,B750082,,,,V,
205281900,OS2819,,EMOTIONAL RESCUE,BEL,1,,PL,XXX,K748428,4,4,,V,
205281910,OR2819,,PILET,BEL,,,PL,XXX,K725250,9,,,V,
205282000,OPCW,,ZELDENRUST,BEL,,,FV,PH,ZVIS462,,,,STUV,BE01
205282010,OR2820,,LIZARD,BEL,,,PL,XXX,K750197,,,,V,
205282100,OS2821,,APHRODITE,BEL,,,PL,XXX,A760103,12,,,V,
205282110,OR2821,,CHLOE-ALEXANDER,BEL,,,PL,XXX,G751191,2,6,,V,
205282210,OR2822,,DETHON,BEL,,,PL,XXX,G760000,6,5,,V,
205282400,OS2824,,MATA HARI,BEL,,,PL,XXX,,,,,V,
205282410,OR2824,,LADY ANN,BEL,,,PL,XXX,A744463,"2,2",,,V,
205282500,OS2825,,CAROLINE,BEL,,,PL,XXX,A722667,13,,,V,
205282510,OR2825,,M & M ‘S,BEL,,,PL,XXX,A752255,,,,V,
205282610,OR2826,,K-FIR,BEL,,,PL,XXX,A741355,,,,V,
205282710,OR2827,,BIE,BEL,2,,PL,XXX,G749343,28,8,,V,
205282810,OR2828,,SEMPER,BEL,,,PL,XXX,A752439,"7,5",9,,V,
205282910,OR2829,,LANA.P.II,BEL,,,PL,XXX,G749619,"2,25",8,,V,
205283000,ONIK,,KAPRIJKE,BEL,,,MM,LPG,,,,,,
205283010,OR2830,,CAYMAN,BEL,,,PL,XXX,A752064,"2,6",8,,V,
205283100,OS2831,,FREE PAPA,BEL,,,PL,XXX,"A735726,",29,10,,V,
205283110,OR2831,,ASALEI,BEL,1,,PL,XXX,G774265,12,4,,V,
205283300,OS2833,,EAGLE,BEL,,,PL,XXX,K744012,5,6,,V,
205283310,OR2833,,BON VIVANT,BEL,,,PL,XXX,G750025,,6,,V,
205283410,OR2834,,DIANA,BEL,,,PL,XXX,K780729,"6,5",6,,V,
205283510,OR2835,,LILIBERT,BEL,1,,PL,XXX,A711247,10,6,,V,
205283600,OS2836,,MARACUJA,BEL,1,,PL,XXX,B736597,7.5,8,,V,
205283610,OR2836,,TOI ET MOI III,BEL,,,PL,XXX,B741106,"8,5",,,V,
205283700,OS2837,,SEA GULL,BEL,2,,PL,XXX,B769436,5,6,,V,
205283710,OR2837,,ATALANTA,BEL,,,PL,XXX,B737046,,,,V,
205283810,OR2838,,GAZELLE,BEL,,,PL,XXX,A750428,,8,,V,
205283900,OS2839,,XUNGUILA,BEL,,,PL,XXX,Z785997,,8,,V,
205283910,OR2839,,CALEDINA II,BEL,,,PL,XXX,K752881,"2,2",8,,V,
205284000,OPCU,,KOTJE,BEL,,,FV,PH,,,,,TUV,BE01
205284010,OR2840,,LA PROMESSE,BEL,1,,PL,XXX,K741220,"2,5",5,,V,
205284020,OS2840,,SEPPIA,BEL,1,,PL,XXX,A755502,3,8,,V,BE01
205284100,OS2841,,PEER GYNT,BEL,,,PL,XXX,A783398,5.9,,,V,
205284110,OR2841,,RUNNER,BEL,,,PL,XXX,B752436,1,4,,V,
205284210,OR2842,,SAONA,BEL,1,,PL,XXX,L739749,"20,5",12,,V,
205284310,OR2843,,FREEDOM,BEL,,,PL,XXX,K770588,,5,,V,
205284400,OS2844,,ORCA III,BEL,,,PL,XXX,B730214,9,,,V,
205284410,OR2844,,LAJAM,BEL,,,PL,XXX,L742001,,4,,V,
205284500,OS2845,,PALKOEN,BEL,,,PL,XXX,A762231,36,,,V,
205284510,OR2845,,JORISHA,BEL,,,PL,XXX,G748091,,3,,V,
205284610,OR2846,,NEVER-MIND,BEL,1,,PL,XXX,B733910,"8,5",7,,V,
205284710,OR2847,,MARKAT,BEL,,,PL,XXX,G752658,,6,,V,
205284810,OR2848,,WAPPER,BEL,,,PL,XXX,A751964,7,,,V,
205284910,OR2849,,FINISTERRE,BEL,1,,PL,XXX,G750592,,8,,V,
205285000,OPCF,,PASCIN,BEL,,,FV,PH,,,,,TUV,BE01
205285010,OR2850,,FLICKA III,BEL,,,PL,XXX,B752729,"9,75",8,,V,
205285110,OR2851,,KALINDIE,BEL,,,PL,XXX,A752427,"13,5",5,,V,
205285200,OS2852,,TADORNA,BEL,1,,PL,XXX,K404130,"5,6",8,,V,BE01
205285210,OR2852,,NINA,BEL,,,PL,XXX,A728546,,,,V,
205285310,OR2853,,PROVIDER,BEL,1,,PL,XXX,A739566,4,6,,V,
205285410,OR2854,,ALTHEA,BEL,,,PL,XXX,B742383,5,15,,V,
205285500,OS2855,,DOLCE FAR NIENTE,BEL,,,PL,XXX,G755781,4,12,,V,
205285510,OR2855,,VLADIMIR II,BEL,,,PL,XXX,K752866,,,,V,
205285600,OS2856,,RA,BEL,,,PL,XXX,G753819,7,10,,V,
205285610,OR2856,,ORCA,BEL,,,PL,XXX,,,,,V,
205285700,OS2857,,RUBIS,BEL,1,,PL,XXX,L780125,8,5,,V,BE01
205285710,OR2857,,FRANCISCA,BEL,,,PL,XXX,A734363,4,5,,V,
205285810,OR2858,,BOREAS,BEL,,,PL,XXX,K750682,,,,V,
205285900,OS2859,,HURRICANE,BEL,,,PL,XXX,A730413,"0,35",7,,V,BE01
205285910,OR2859,,SHERRIF,BEL,,,PL,XXX,K750548,,,,V,
205286000,OPCE,,SPES - NOVA,BEL,1,,FV,PH,ZVIS651,99,4,,STUV,BE01
205286010,OR2860,,ZEPHYR,BEL,,,PL,XXX,K751032,,,,V,
205286100,OS2861,,DE HORIZON,BEL,1,,PL,XXX,A724219,11,6,,V,BE01
205286110,OR2861,,NOTOS,BEL,,,PL,XXX,K733806,,,,V,
205286210,OR2862,,TRITON,BEL,,,PL,XXX,K751029,,,,V,
205286300,OS2863,,LOTTE,BEL,,,PL,XXX,K788621,8,,,V,BE01
205286310,OR2863,,STARSKY,BEL,,,PL,XXX,K733804,,,,V,
205286400,OS2864,,MIMOSA,BEL,,,PL,XXX,G786429,15,3,,,
205286410,OR2864,,HUTCH,BEL,,,PL,XXX,K733805,,,,V,
205286510,OR2865,,BABOUCHE,BEL,1,,PL,XXX,G765832,"8,5",12,,V,
205286610,OR2866,,RIGSIM 2,BEL,,,PL,XXX,L752726,,10,,V,
205286700,OS2867,,EMELINE,BEL,,,PL,XXX,G782784,"4,487",8,,V,BE01
205286710,OR2867,,COHIBA,BEL,,,PL,XXX,B762189,"6,3",10,,V,
205286810,OR2868,,RACKAM,BEL,,,PL,XXX,B751107,"5,2",8,,V,
205286900,OS2869,,MJ,BEL,1,,PL,XXX,B799652,"12,07",6,,V,
205286910,OR2869,,ASTAZOU,BEL,,,PL,XXX,B797342,3.1,4,,V,
205287000,OPCR,,MARLEEN,BEL,,,FV,PH,ZVIS382,79,,,STUV,BE01
205287020,OS2870,,NAJADE,BEL,,,PL,XXX,A758729,4,,,V,
205287100,OS2871,,DREAM,BEL,,,PL,XXX,A769056,"3,3",10,,V,
205287110,OR2871,,CAROMILLE,BEL,1,,PL,XXX,G752846,15,10,,V,
205287200,OS2872,,DOLFIJN,BEL,,,PL,XXX,B797310,14,,,V,
205287310,OR2873,,ALRIMONA,BEL,1,,PL,XXX,A752808,"17,5",8,,V,
205287410,OR2874,,CARETTA,BEL,,,PL,XXX,B806156,"2,5",7,,V,
205287510,OR2875,,LOGIN,BEL,,,PL,XXX,K744956,,6,,V,
205287610,OR2876,,VIANCA,BEL,,,PL,XXX,G747598,"6,5",,,V,
205287700,OS2877,,ZENO,BEL,1,,PL,XXX,BC719778,25,16,,V,
205287710,OR2877,,LISA,BEL,,,PL,XXX,Z773599,7,2,,V,
205287900,OS2879,,CALALUNA,BEL,1,,PL,XXX,K798500,6,6,,V,
205287910,OR2879,,XENA II,BEL,,,PL,XXX,G805461,2,8,,V,
205288000,OPDN,,Z.92 YENTL,BEL,,,FV,PH,ZVIS237,,,,TUV,BE01
205288010,OR2880,,TERRE NEUVE,BEL,1,,PL,XXX,L753025,21,5,,V,
205288200,OS2882,,BLONDI,BEL,,,PL,XXX,BC738499,6,8,,V,
205288210,OR2882,,INSPIRATION,BEL,1,,PL,XXX,BC752969,"13,5",13,,V,
205288310,OR2883,,GIN TONIC,BEL,1,,PL,XXX,A752923,"10,6",10,,V,
205288410,OR2884,,SPIRIT OF FAITH II,BEL,,,PL,XXX,BC739503,,,,V,
205288500,OS2885,,ULYSSE,BEL,,,PL,XXX,A717609,24,,,V,
205288510,OR2885,,LA FREGATE,BEL,,,PL,XXX,K748995,8,7,,V,
205288610,OR2886,,ADHEMAR,BEL,,,PL,XXX,A753078,1,4,,V,
205288700,OS2887,,CARPE-DIEM-S,BEL,,,PL,XXX,A726571,,,,V,
205288710,OR2887,,THOMAS,BEL,,,PL,XXX,K752857,2,6,,V,
205288810,OR2888,,BELSARDA II,BEL,1,,PL,XXX,B729931,"1,1",4,,V,
205288900,OS2889,,MADOSA,BEL,,,PL,XXX,A707389,,,,V,BE01
205288910,OR2889,,CAUSSEUL,BEL,,,PL,XXX,B752700,"11,5",8,,V,
205289000,OPDF,,CALYPSO,BEL,2,,FV,PH,ZVIS650,284,5,,STUV,BE01
205289010,OR2890,,MARIE GALANTE,BEL,,,PL,XXX,B752999,"4,6",8,,V,
205289100,OS2891,,TANAO,BEL,1,,PL,XXX,B800123,"8,165",6,,V,
205289110,OR2891,,JAN-JANE,BEL,,,PL,XXX,B752310,"1,7",8,,V,
205289210,OR2892,,ARCHIMAID,BEL,,,PL,XXX,B753006,17,8,,V,
205289300,OS2893,,LA MARENTISE,BEL,1,,PL,XXX,B736686,,4,,V,
205289310,OR2893,,PHOENIX,BEL,,,PL,XXX,B739601,6,8,,V,
205289400,OS2894,,NANCHRIS,BEL,,,PL,XXX,A735307,13,,,V,
205289410,OR2894,,BRILLIG,BEL,,,PL,XXX,B740361,6,8,,V,
205289510,OR2895,,TANGWEN,BEL,,,PL,XXX,B752195,,8,,V,
205289600,OS2896,,IVRIJADE,BEL,,,PL,XXX,B742592,,,,V,
205289700,OS2897,,HYDRA,BEL,2,,PL,XXX,A785094,18,10,,V,
205289710,OR2897,,VZW DE ZEEHOND,BEL,1,,PL,XXX,K744455,,8,,V,
205289810,OR2898,,ROYAL,BEL,,,PL,XXX,K746594,,,,V,
205289910,OR2899,,DIOGENE,BEL,,,PL,XXX,B734940,,8,,V,
205290000,OPDB,,SILVERPIT,BEL,,,FV,PH,ZVIS612,78,,,TV,BE01
205290010,OR2900,,HERMES,BEL,,,PL,XXX,A752599,4,,,V,
205290110,OR2901,,AUDACE,BEL,,,PL,XXX,G734954,"1,5",7,,V,
205290210,OR2902,,DYLAN,BEL,,,PL,XXX,K786160,1.65,3,,V,
205290300,OS2903,,PICO BELLO,BEL,,,PL,XXX,G753407,6,,,V,
205290310,OR2903,,FREEDOM,BEL,,,PL,XXX,A771087,3,8,,V,
205290400,OS2904,,MILLENIUM,BEL,,,PL,XXX,B723906,,8,,V,
205290410,OR2904,,COMETA,BEL,,,PL,XXX,K744006,"7,2",,,V,
205290510,OR2905,,JANUS,BEL,,,PL,XXX,K754806,10,,,V,
205290610,OR2906,,SILVER KING,BEL,,,PL,XXX,G743137,"1,5",,,V,
205290700,OS2907,,BLUE MOOSE,BEL,,,PL,XXX,A760481,5,5,,V,BE01
205290710,OR2907,,YANN-LOIC,BEL,1,,PL,XXX,G754933,"16,5",8,,V,
205290800,OS2908,,ANSA,BEL,,,PL,XXX,K736404,,,,V,
205290810,OR2908,,ORKAAN,BEL,1,,PL,XXX,L771002,54,,,V,
205291000,OPDA,,WARRIOR,BEL,,,FV,PH,ZVIS622,70,,,V,BE01
205291010,OR2910,,BOBBINETTO,BEL,,,PL,XXX,A731150,15,,,V,
205291110,OR2911,,EOLYA,BEL,,,PL,XXX,A753282,"2,5",4,,V,
205291200,OS2912,,ARIANE,BEL,,,PL,XXX,K756847,6.5,2,,V,
205291210,OR2912,,TRITON,BEL,,,PL,XXX,B770721,"5,7",3,,V,
205291300,OS2913,,MOANA,BEL,1,,PL,XXX,A741885,13,6,,V,
205291310,OR2913,,CALYPSO,BEL,1,,PL,XXX,K783837,"7,6",10,,V,
205291400,OS2914,,N’JOY,BEL,,,PL,XXX,K782233,"1,4",4,,V,
205291410,OR2914,,SURICAT,BEL,1,,PL,XXX,B753292,2,5,,V,
205291510,OR2915,,XI’AN,BEL,,,PL,XXX,G753235,"1,6",8,,V,
205291610,OR2916,,ALTITUDE,BEL,1,,PL,XXX,B749151,"6,8",4,,V,
205291710,OR2917,,EVI,BEL,,,PL,XXX,A782746,,,,V,
205291910,OR2919,,SPIRIT OF LEHG,BEL,,,PL,XXX,L735139,,,,V,
205292000,OPCQ,,ATLANTIS,BEL,1,,FV,PH,ZVIS621,17,6,,TV,BE01
205292010,OR2920,,FREJANA,BEL,,,PL,XXX,G753353,,,,V,
205292100,OS2921,,DAAN,BEL,,,PL,XXX,A775321,3,,,V,
205292110,OR2921,,ALEGRIA,BEL,,,PL,XXX,G752854,"3,4",,,V,
205292200,OS2922,,VIRUS,BEL,,,PL,XXX,K737946,,,,V,
205292210,OR2922,,LIEZA,BEL,,,PL,XXX,A753459,"5,5",,,V,
205292300,OS2923,,MARIE HELENA,BEL,,,PL,XXX,B742451,8,6,,V,
205292310,OR2923,,BORA,BEL,,,PL,XXX,K776736,2.36,6,,V,
205292400,OS2924,,KNOR,BEL,,,PL,XXX,,,,,V,
205292410,OR2924,,CRISSY,BEL,,,PL,XXX,A753487,"1,1",4,,V,
205292500,OS2925,,DIAMANT,BEL,,,PL,XXX,A795997,5,6,,V,
205292510,OR2925,,PETER,BEL,,,PL,XXX,A745024,,,,V,
205292600,OS2926,,SAMSARA,BEL,1,,PL,XXX,B735973,13,,,V,
205292610,OR2926,,NJORD II,BEL,,,PL,XXX,A753488,,6,,V,
205292710,OR2927,,TANGEAU,BEL,,,PL,XXX,B752679,3,4,,V,
205292800,OS2928,,BILZIC,BEL,,,PL,XXX,B723078,"1,8",6,,V,
205292810,OR2928,,LE PETIT PRINCE,BEL,1,,PL,XXX,B746084,"7,5",8,,V,
205292900,OS2929,,BON VIVANT,BEL,,,PL,XXX,A734871,,10,,V,
205292910,OR2929,,LE COURAGE,BEL,,,PL,XXX,K753581,"4,5",7,,V,
205293000,OPCK,,THALASSA,BEL,,,FV,PH,,,,,TV,BE01
205293010,OR2930,,COISY,BEL,,,PL,XXX,L762817,13,,,V,
205293100,OS2931,,KEIKO,BEL,,,PL,XXX,A755800,9,10,,V,BE01
205293110,OR2931,,STELLA,BEL,1,,PL,XXX,K748617,4,8,,V,
205293210,OR2932,,NINA PENDA,BEL,,,PL,XXX,A744624,"2,8",4,,V,
205293310,OR2933,,P1,BEL,,,PL,XXX,K753593,,,,V,
205293400,OS2934,,AYESHA II,BEL,1,,PL,XXX,Z785887,9,8,,V,
205293410,OR2934,,NINA,BEL,,,PL,XXX,A753146,,,,V,
205293500,OS2935,,ODIN,BEL,,,PL,XXX,K754785,7,,,V,
205293510,OR2935,,LE PAPILLON,BEL,,,PL,XXX,K734435,12,,,V,
205293600,OS2936,,JUNIOR,BEL,,,PL,XXX,K806192,,,,V,
205293610,OR2936,,SPERWER,BEL,1,,PL,XXX,G746229,60,4,,V,
205293700,OS2937,,SANTANDER,BEL,1,,PL,XXX,K743710,6.5,2,,V,
205293710,OR2937,,EURONAV BELGICA,BEL,,,PL,XXX,B750658,16,8,,V,
205293810,OR2938,,MAESTRO,BEL,,,PL,XXX,B752963,23,8,,V,
205294000,OPWZ,,ASANNAT,BEL,1,,FV,PH,ZVIS694,62,3,,TUV,BE01
205294010,OR2940,,CARPE DIEM,BEL,1,,PL,XXX,A750346,,10,,V,
205294100,OS2941,,DOLCE VITA,BEL,,,PL,XXX,K723381,4,,,V,
205294110,OR2941,,FASTWAVE,BEL,,,PL,XXX,BC753273,"8,5",10,,V,
205294210,OR2942,,NARVAL,BEL,,,PL,XXX,L753629,"2,5",5,,V,
205294300,OS2943,,LADY GHILL,BEL,,,PL,XXX,B787284,"7,5",2,,V,BE01
205294310,OR2943,,VERBETERAAR,BEL,,,PL,XXX,,,,,V,
205294410,OR2944,,ERIMAR,BEL,,,PL,XXX,A784930,16,4,,V,
205294510,OR2945,,GUGAS,BEL,,,PL,XXX,B753634,4,8,,V,
205294600,OS2946,,JUMARE,BEL,,,PL,XXX,K742924,9,7,,V,
205294610,OR2946,,VIRGIN ATLANTIC,BEL,,,PL,XXX,B753588,"0,6",8,,V,
205294700,OS2947,,CLARA,BEL,,,PL,XXX,K784666,,5,,V,
205294710,OR2947,,KA ORA,BEL,,,PL,XXX,B748196,14,8,,V,
205294810,OR2948,,GODAILLE 2,BEL,,,PL,XXX,B744822,1,8,,V,
205294900,OS2949,,KATHIANOU,BEL,,,PL,XXX,B734337,3,6,,V,
205294910,OR2949,,WOSBOAT,BEL,,,PL,XXX,B752190,"2,7",8,,V,
205295010,OR2950,,LE BATEAU COOL,BEL,,,PL,XXX,B751746,"7,5",8,,V,
205295100,OS2951,,IDEFIX,BEL,,,PL,XXX,B751367,"9,5",,,V,
205295110,OR2951,,INSTANT KARMA,BEL,1,,PL,XXX,B753346,2,10,,V,
205295210,OR2952,,ESPERANCE,BEL,,,PL,XXX,B746459,6,,,V,
205295310,OR2953,,GRANMA,BEL,1,,PL,XXX,G787674,24,10,,V,
205295410,OR2954,,LIBERTY,BEL,1,,PL,XXX,L753105,7,2,,V,
205295500,OS2955,,ALDO,BEL,,,PL,XXX,A731912,9,,,V,
205295510,OR2955,,BUTTERFLY,BEL,,,PL,XXX,K753702,"2,75",,,V,
205295610,OR2956,,LA MARFEE,BEL,,,PL,XXX,B782409,4,,,V,
205295710,OR2957,,LAURA,BEL,,,PL,XXX,Z800451,"1,7",6,,V,
205295810,OR2958,,BIBLUE,BEL,,,PL,XXX,K801657,3,,,V,
205295900,OS2959,,ESPADARTE,BEL,1,,PL,XXX,A744561,25,4,,V,BE01
205296000,OPCC,S73608,GOEDE HOOP,BEL,1,,FV,PH,ZVIS638,60,4,,TV,BE01
205296010,OR2960,,TRONCO,BEL,,,PL,XXX,A752596,"2,5",6,,V,
205296110,OR2961,,NINA,BEL,,,PL,XXX,B797677,6,4,,V,
205296200,OS2962,,FESTINA LENTE,BEL,,,PL,XXX,G765923,13,8,,V,BE01
205296210,OR2962,,TITI-RACOON II,BEL,,,PL,XXX,B740629,"13,25",10,,V,
205296300,OS2963,,SEA BEE,BEL,,,PL,XXX,B732666,,,,V,BE01
205296310,OR2963,,PUFFIN,BEL,1,,PL,XXX,K786629,13,10,,V,
205296400,OS2964,,TAMINA III,BEL,,,PL,XXX,B728613,"3,9",,,V,
205296410,OR2964,,MAJOLOCA,BEL,,,PL,XXX,L741880,4,12,,V,
205296510,OR2965,,CARACOLE,BEL,,,PL,XXX,L732299,7,8,,V,
205296600,OS2966,,EROS,BEL,,,PL,XXX,B721195,4,,,V,
205296610,OR2966,,DOLFIJN,BEL,,,PL,XXX,K774744,9,4,,V,
205296700,OS2967,,JUAN SA BULAN,BEL,,,PL,XXX,B721800,"9,2",,,V,
205296710,OR2967,,MAXINES,BEL,,,PL,XXX,G807893,"3,5",,,V,
205296800,OS2968,,JOAGIL,BEL,,,PL,XXX,A776199,2.5,8,,V,
205296810,OR2968,,TSUYO,BEL,1,,PL,XXX,B753649,,8,,V,
205296900,OS2969,,FREEBIRD,BEL,,,PL,XXX,K780047,5,2,,V,
205296910,OR2969,,LADY JANE,BEL,,,PL,XXX,G799199,"6,5",3,,V,
205297000,OPER,,NOORDSTER,BEL,,,FV,PH,ZVIS164,,,,TUV,BE01
205297010,OR2970,,KILYA,BEL,,,PL,XXX,B752508,38,8,,V,
205297100,OS2971,,TIKI MAS,BEL,,,PL,XXX,A782939,,6,,V,
205297110,OR2971,,DREAM 2,BEL,,,PL,XXX,K764890,8,4,,V,
205297200,OS2972,,DRUNKEN DUCK,BEL,,,PL,XXX,K743401,7,,,V,BE01
205297210,OR2972,,MAMIMO,BEL,,,PL,XXX,BC753011,32,12,,V,
205297310,OR2973,,ARSOUILLE,BEL,,,PL,XXX,B750668,"3,4",6,,V,
205297410,OR2974,,BINGO,BEL,,,PL,XXX,A736852,"2,5",6,,V,
205297500,OS2975,,IRIS,BEL,,,PL,XXX,G753398,24,,,V,BE01
205297510,OR2975,,BENJU,BEL,,,PL,XXX,B726307,"1,5",7,,V,
205297610,OR2976,,AKVAVIT,BEL,,,PL,XXX,B806933,3,8,,V,
205297700,OS2977,,KHAN,BEL,,,PL,XXX,A724510,"2,3",6,,V,
